Document Date,Object type,Object,Cost Element,Document Number,Val/COArea Crcy,CO area currency,Value TranCurr,Transaction Currency,Purchasing Document,Purchase order text,Project Definition,WBS Element,Partner object,Partner object type,Posting Date,Created on,User Name,Reversal document,Ref.document type,Ref Document Number,Document type,Value Type,Name,Trading Partner,Functional Area,CO object name,Object type,Partner object type,Cost element name,Cost element descr.,Offsetting acct no.,Offsetting account type,Total Quantity,Total quantity,Personnel Number,Name of employee or applicant,Description,Business Transaction,Document Header Text,Ref. company code,Original bus. trans,Item,Business Area,Company Code,Partner Object Class,FI Posting Item,CO partner object name,Partner-CCtr,Source Object,Source object name,Origin-obj. type,Source object type,Name of offsetting account,Name of offsetting account,Material Description,Material
1/5/2018,WBS,136176-12-12,61500001,227047524,-7.6,USD,-7.6,USD,,,136176,136176-12-12,,,1/19/2018,1/19/2018,BTC_USER,,R,15,KR,4,XPO LOGISTICS DISCOUNT SAVES YOU,0,7010,PS Special Cost,WBS element,,Freight - Misc,Freight - Misc,61500001,S,0.00,0.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,0,5000,GR01,,2,,,,,,,Freight - Misc,Freight - Misc,,
1/5/2018,WBS,136176-12-12,61500001,227047524,101.2,USD,101.2,USD,,,136176,136176-12-12,,,1/19/2018,1/19/2018,BTC_USER,,R,15,KR,4,CTN  MISC ITEM CLASS 100,0,7010,PS Special Cost,WBS element,,Freight - Misc,Freight - Misc,96671,K,0.00,0.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,0,5000,GR01,,1,,,,,,,XPO LOGISTICS FREIGHT,XPO LOGISTICS FREIGHT,,
1/5/2018,WBS,136176-12-12,61500001,227047524,16.38,USD,16.38,USD,,,136176,136176-12-12,,,1/19/2018,1/19/2018,BTC_USER,,R,15,KR,4,FSC FUEL SURCHARGE 17.50%,0,7010,PS Special Cost,WBS element,,Freight - Misc,Freight - Misc,96671,K,0.00,0.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,0,5000,GR01,,4,,,,,,,XPO LOGISTICS FREIGHT,XPO LOGISTICS FREIGHT,,
1/4/2018,WBS,136176-12-10-1010,60100014,227006500,26.4,USD,26.4,USD,,,136176,136176-12-10-1010,,,1/4/2018,1/4/2018,BTC_USER,,R,4900005543,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Raw matls consumed,Raw materials consumed,20200001,M,12.00,12.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMWL,0,5000,GR01,,2,,,,,,,Inventory - Raw mat.,Inventory - Raw material,"RMCS REFLECTOR, CAN-00-HI",K040786AAA
1/4/2018,WBS,136176-12-10-1010,60100014,227006500,143.4,USD,143.4,USD,,,136176,136176-12-10-1010,,,1/4/2018,1/4/2018,BTC_USER,,R,4900005543,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Raw matls consumed,Raw materials consumed,20200001,M,12.00,12.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMWL,0,5000,GR01,,6,,,,,,,Inventory - Raw mat.,Inventory - Raw material,"PHOTO EYE, CANOE (HI)  M8 CONN 1050MM",K040780AAC
1/4/2018,WBS,136176-12-10-1010,60100014,227006500,2.64,USD,2.64,USD,,,136176,136176-12-10-1010,,,1/4/2018,1/4/2018,BTC_USER,,R,4900005543,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Raw matls consumed,Raw materials consumed,20200001,M,44.00,44.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMWL,0,5000,GR01,,4,,,,,,,Inventory - Raw mat.,Inventory - Raw material,"SCREW, M6X16  ZINC TRX, TAPTITEm",257516125
1/4/2018,WBS,136176-12-10-1010,69610014,227005861,20.8,USD,20.8,USD,,,136176,136176-12-10-1010,,,1/4/2018,1/4/2018,D0113310,,R,4900004442,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21100001,M,1.00,1.00,0,,"AutoZone - Ocala, FL",COIE,,GR01,RMWL,0,5000,GR01,,2,,,,,,,Inventory - FG,Inventory - Finished Goods,"GUIDE RAIL, CRL AUXIL, 108""LG W/PHOTO",K04021301K98
1/2/2018,WBS,136176-12-12,60100006,227042518,"2,963.12",USD,"2,963.12",USD,,,136176,136176-12-12,,,1/18/2018,1/18/2018,CAHOONLA,,R,1900003742,KR,4,,0,7010,PS Special Cost,WBS element,,Freight,Freight,100519,K,0.00,0.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RFBU,0,5000,GR01,,2,,,,,,,"CONEXUS, LLC","CONEXUS, LLC",,
12/31/2017,WBS,136176,98793001,601933054,"7,498.01",USD,0,USD,,,136176,136176,52841991,PSG,12/31/2017,12/31/2017,BTC_USER,,R,7186493,,4,,,7010,PS Project,WBS element,Profitability segmnt,WBS PA Rev Settle,WBS PA Rev Settle,,,0.00,0.00,0,,"AutoZone - Ocala, FL",KOAO,,,,0,5000,GR01,Profit analysis,0,,,,,,,,,,
12/31/2017,WBS,136176,98793060,601933054,"-5,412.15",USD,0,USD,,,136176,136176,52841991,PSG,12/31/2017,12/31/2017,BTC_USER,,R,7186493,,4,,,7010,PS Project,WBS element,Profitability segmnt,WBS PA COS Settle,WBS PA COS Settle,,,0.00,0.00,0,,"AutoZone - Ocala, FL",KOAO,,,,0,5000,GR01,Profit analysis,0,,,,,,,,,,
12/31/2017,WBS,136176W,98793067,601933055,-53.29,USD,0,USD,,,136176,136176W,52841993,PSG,12/31/2017,12/31/2017,BTC_USER,,R,7186494,,4,,,7010,PS Project Warranty,WBS element,Profitability segmnt,WAR-settle plan cost,WAR - Settlement of planned costs,,,0.00,0.00,0,,"AutoZone - Ocala, FL",KOAO,,,,0,5000,GR01,Profit analysis,0,,,,,,,,,,
12/30/2017,NWA,N136176-06 6300,60200003,227043598,"1,485.00",USD,"1,485.00",USD,4501308102,Open Order for Rentals Job #136176-M,136176,136176-12-06-06,,,1/18/2018,1/18/2018,CAHOONLA,,R,5100008701,RE,4,,0,7010,Mechanical Installation Admin,Network activity,,Project matl consump,Consumption of project material and supl,554163,K,0.00,1485.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,1,5000,GR01,,2,,,,,,,DUMPSTER WORLD,DUMPSTER WORLD,,
12/29/2017,NWA,N136176-07 7300,61000096,227012958,"5,443.16",USD,"5,443.16",USD,4501305257,Contract Electrical Labor #136176-E,136176,136176-12-06-07,,,1/8/2018,1/8/2018,CAHOONLA,,R,5100002620,RE,4,,0,7010,Electrical Installation Admin,Network activity,,Contract Lab Elec In,Contracted Labor Electrical Installation,85620,K,0.00,5443.16,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,1,5000,GR01,,2,,,,,,,National Trade Specialists LLC,National Trade Specialists LLC,,
12/29/2017,NWA,N136176-07 7300,61000097,227012958,"2,249.10",USD,"2,249.10",USD,4501305257,Per Diem & Mileage,136176,136176-12-06-07,,,1/8/2018,1/8/2018,CAHOONLA,,R,5100002620,RE,4,,0,7010,Electrical Installation Admin,Network activity,,Contract Elec In-Oth,Contracted Electrical Installation-all o,85620,K,0.00,2249.10,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,2,5000,GR01,,3,,,,,,,National Trade Specialists LLC,National Trade Specialists LLC,,
12/28/2017,NWA,N136176-11 4053,60100012,226998560,"3,350.00",USD,"3,350.00",USD,4501320506,CUSTOM CROSSOVER,136176,136176-12-11-1360,,,1/2/2018,1/2/2018,CAHOONLA,,R,5100000129,RE,4,,0,7010,Level#3,Network activity,,Resale matl consumed,Resale materials consumed,100925,K,0.00,1.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,1,5000,GR01,,2,,,,,,,MILL SERVICES INC.,MILL SERVICES INC.,,
12/28/2017,WBS,136176-12-06-07,64000001,227020937,127.2,USD,127.2,USD,,,136176,136176-12-06-07,,,1/10/2018,1/10/2018,CAHOONLA,,R,1900002115,KR,4,,0,7010,PS Electrical Installation,WBS element,,Rent-Pers Property,Rent - Personal property,6022,K,0.00,0.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RFBU,0,5000,GR01,,2,,,,,,,XTRA LEASE,XTRA LEASE,,
12/28/2017,WBS,136176-12-06-07,64000001,227021454,164.3,USD,164.3,USD,,,136176,136176-12-06-07,,,1/10/2018,1/10/2018,CAHOONLA,,R,1900002154,KR,4,,0,7010,PS Electrical Installation,WBS element,,Rent-Pers Property,Rent - Personal property,6022,K,0.00,0.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RFBU,0,5000,GR01,,3,,,,,,,XTRA LEASE,XTRA LEASE,,
12/28/2017,WBS,136176-12-06-06,64000001,227021454,164.3,USD,164.3,USD,,,136176,136176-12-06-06,,,1/10/2018,1/10/2018,CAHOONLA,,R,1900002154,KR,4,,0,7010,PS Mechanical Installation,WBS element,,Rent-Pers Property,Rent - Personal property,6022,K,0.00,0.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RFBU,0,5000,GR01,,2,,,,,,,XTRA LEASE,XTRA LEASE,,
12/27/2017,NWA,N136176-07 7100,92771029,919020521,"1,440.00",USD,"1,440.00",USD,,,136176,136176-12-06-07,430750/PERS4,ATY,12/27/2017,12/27/2017,GS3_USER,,R,37659675,,4,,,7010,Electrical Installation Temporary BEN,Network activity,Activity type,Labor - DI Install,Labor - DI Installation,,,40.00,40.00,6029,Dominguez Alfredo,"AutoZone - Ocala, FL",RKL,,,RMRU,0,5000,GR01,Overhead,0,Electrical Install / Labor DI,430750,430750/PERS4,Electrical Install / Labor DI,ATY,Activity type,,,,
12/27/2017,NWA,N136176-11 4029,60100012,226999591,12.47,USD,12.47,USD,4501320312,"1.9 O-RING  3""CC .187 x 9-9/16""",136176,136176-12-11-1360,,,1/2/2018,1/2/2018,STOLTZBS,,R,5100000352,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,40700,K,37.00,37.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,2,5000,GR01,,3,,,,,,,Pyramid Incorporated,Pyramid Incorporated,"1.9 O-RING  3""CC .187 x 9-9/16""",276646470
12/27/2017,NWA,N136176-11 4029,60100012,226999591,12.6,USD,12.6,USD,4501320312,"1.9 SLAVE O-RING  2""cc .187 x 8""",136176,136176-12-11-1360,,,1/2/2018,1/2/2018,STOLTZBS,,R,5100000352,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,40700,K,36.00,36.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,1,5000,GR01,,2,,,,,,,Pyramid Incorporated,Pyramid Incorporated,"1.9 SLAVE O-RING  2""cc .187 x 8""",276645279
12/27/2017,NWA,N136176-11 3029,60100012,227001520,951.04,USD,951.04,USD,4501319232,"SWITCH, ENET, 8-PORT, MANAGED",136176,136176-12-11-2630,,,1/3/2018,1/3/2018,BORGESVL,,R,5100000612,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,60286,K,2.00,2.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,1,5000,GR01,,2,,,,,,,H.H. BARNUM COMPANY,H.H. BARNUM COMPANY,"SWITCH, ENET, 8-PORT, MANAGED, RSB20",623702197
12/27/2017,WBS,136176-12-12,60100006,227009450,43.37,USD,43.37,USD,,,136176,136176-12-12,,,1/5/2018,1/5/2018,CAHOONLA,,R,1900000978,KR,4,,0,7010,PS Special Cost,WBS element,,Freight,Freight,89197,K,0.00,0.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RFBU,0,5000,GR01,,48,,,,,,,"NOLAN & CUNNINGS, INC","NOLAN & CUNNINGS, INC",,
12/27/2017,WBS,136176-12-12,60100006,227127352,24.67,USD,24.67,USD,,,136176,136176-12-12,,,2/13/2018,2/13/2018,CAHOONLA,,R,1900010168,KR,4,,0,7010,PS Special Cost,WBS element,,Freight,Freight,74859,K,0.00,0.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RFBU,0,5000,GR01,,15,,,,,,,FEDEX,FEDEX,,
12/25/2017,WBS,136176-12-06-07,66100000,226993317,245,USD,245,USD,,,136176,136176-12-06-07,,,12/28/2017,12/28/2017,DEVILLSP,,R,1900021391,KR,4,,0,7010,PS Electrical Installation,WBS element,,Travel - general,Travel - general,403043,K,0.00,0.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RFBU,0,5000,GR01,,2,,,,,,,JAMES E. JOHNSON,JAMES E. JOHNSON,,
12/25/2017,WBS,136176-12-06-07,66100000,226993273,595,USD,595,USD,,,136176,136176-12-06-07,,,12/28/2017,12/28/2017,DEVILLSP,,R,1900021288,KR,4,,0,7010,PS Electrical Installation,WBS element,,Travel - general,Travel - general,406029,K,0.00,0.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RFBU,0,5000,GR01,,2,,,,,,,ALFREDO DOMINGUEZ,ALFREDO DOMINGUEZ,,
12/23/2017,WBS,136176,98793001,601931286,"88,868.20",USD,0,USD,,,136176,136176,52841991,PSG,12/31/2017,12/23/2017,BTC_USER,,R,7184715,,4,,,7010,PS Project,WBS element,Profitability segmnt,WBS PA Rev Settle,WBS PA Rev Settle,,,0.00,0.00,0,,"AutoZone - Ocala, FL",KOAO,,,,0,5000,GR01,Profit analysis,0,,,,,,,,,,
12/23/2017,WBS,136176,98793060,601931286,"-64,146.15",USD,0,USD,,,136176,136176,52841991,PSG,12/31/2017,12/23/2017,BTC_USER,,R,7184715,,4,,,7010,PS Project,WBS element,Profitability segmnt,WBS PA COS Settle,WBS PA COS Settle,,,0.00,0.00,0,,"AutoZone - Ocala, FL",KOAO,,,,0,5000,GR01,Profit analysis,0,,,,,,,,,,
12/23/2017,WBS,136176W,98793067,601931287,-636.49,USD,0,USD,,,136176,136176W,52841993,PSG,12/31/2017,12/23/2017,BTC_USER,,R,7184723,,4,,,7010,PS Project Warranty,WBS element,Profitability segmnt,WAR-settle plan cost,WAR - Settlement of planned costs,,,0.00,0.00,0,,"AutoZone - Ocala, FL",KOAO,,,,0,5000,GR01,Profit analysis,0,,,,,,,,,,
12/23/2017,WBS,136176-12-12,60100006,227106489,245.63,USD,245.63,USD,,,136176,136176-12-12,,,2/6/2018,2/6/2018,CAHOONLA,,R,1900008528,KR,4,,0,7010,PS Special Cost,WBS element,,Freight,Freight,94499,K,0.00,0.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RFBU,0,5000,GR01,,12,,,,,,,UPS,UPS,,
12/22/2017,NWA,N136176-07 7300,60200003,227000238,121.29,USD,121.29,USD,4501305261,Open Order for Supplies Job #136176-E,136176,136176-12-06-07,,,1/3/2018,1/3/2018,CAHOONLA,,R,5100000431,RE,4,,0,7010,Electrical Installation Admin,Network activity,,Project matl consump,Consumption of project material and supl,60774,K,0.00,114.42,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,1,5000,GR01,,2,,,,,,,FASTENAL CO.,FASTENAL CO.,,
12/22/2017,NWA,N136176-07 7300,61000096,227002711,"6,294.00",USD,"6,294.00",USD,4501305257,Contract Electrical Labor #136176-E,136176,136176-12-06-07,,,1/3/2018,1/3/2018,CAHOONLA,,R,5100000907,RE,4,,0,7010,Electrical Installation Admin,Network activity,,Contract Lab Elec In,Contracted Labor Electrical Installation,85620,K,0.00,6294.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,1,5000,GR01,,2,,,,,,,National Trade Specialists LLC,National Trade Specialists LLC,,
12/22/2017,NWA,N136176-07 7300,61000097,227002711,"2,249.10",USD,"2,249.10",USD,4501305257,Per Diem & Mileage,136176,136176-12-06-07,,,1/3/2018,1/3/2018,CAHOONLA,,R,5100000907,RE,4,,0,7010,Electrical Installation Admin,Network activity,,Contract Elec In-Oth,Contracted Electrical Installation-all o,85620,K,0.00,2249.10,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,2,5000,GR01,,3,,,,,,,National Trade Specialists LLC,National Trade Specialists LLC,,
12/22/2017,NWA,N136176-07 7300,64000001,227001331,"1,254.04",USD,"1,254.04",USD,4501306279,Open Order for Equipment Job #136176-E,136176,136176-12-06-07,,,1/3/2018,1/3/2018,CAHOONLA,,R,5100000522,RE,4,,0,7010,Electrical Installation Admin,Network activity,,Rent-Pers Property,Rent - Personal property,64970,K,0.00,1172.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,1,5000,GR01,,2,,,,,,,UNITED RENTALS,UNITED RENTALS,,
12/21/2017,WBS,136176-12-10-1010,69610014,226981002,38.28,USD,38.28,USD,,,136176,136176-12-10-1010,,,12/21/2017,12/21/2017,D0113309,,R,4902198173,WL,4,,0,7010,Manufacturing Material - PS Mechanical,WBS element,,Semi- matls consumed,Semi- materials consumed,21000027,M,6.00,6.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMWL,0,5000,GR01,,2,,,,,,,Inventory - SFG,Inventory - Semi Finished Goods,"MCS, MOUNTING BRACKET",K04187908A
12/21/2017,NWA,N136176-06 6300,61000098,226984769,"55,560.00",USD,"55,560.00",USD,4501303805,MECHANICAL INSTALLATION 20% PROGRESS,136176,136176-12-06-06,,,12/22/2017,12/22/2017,DEVILLSP,,R,5100041848,RE,4,,0,7010,Mechanical Installation Admin,Network activity,,Sub-Contract Mech In,Sub-Contracted Mechanical Installation,69136,K,0.00,55560.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,3,5000,GR01,,2,,,,,,,Nunn & Probst Installation Inc.,Nunn & Probst Installation Inc.,,
12/20/2017,NWA,N136176-07 7300,60200003,227000239,212.07,USD,212.07,USD,4501305261,Open Order for Supplies Job #136176-E,136176,136176-12-06-07,,,1/3/2018,1/3/2018,CAHOONLA,,R,5100000432,RE,4,,0,7010,Electrical Installation Admin,Network activity,,Project matl consump,Consumption of project material and supl,60774,K,0.00,200.07,0,,"AutoZone - Ocala, FL",COIN,,GR01,RMRP,1,5000,GR01,,2,,,,,,,FASTENAL CO.,FASTENAL CO.,,
12/20/2017,NWA,N136176-01 1000 1001,92771013,918987100,592,USD,592,USD,,,136176,136176-12-01-01,430100/PERS4,ATY,12/20/2017,12/20/2017,GS3_USER,,R,37659553,,4,,,7010,Implementation / Coordination,Network activity,Activity type,Labor - DI Engr,Labor - DI Engineering,,,8.00,8.00,12718,Rivera Emanuel,"AutoZone - Ocala, FL",RKL,,,RMRU,0,5000,GR01,Overhead,0,ENG - Mechanical / Labor DI,430100,430100/PERS4,ENG - Mechanical / Labor DI,ATY,Activity type,,,,
12/20/2017,NWA,N136176-01 1000 1001,92771013,918987101,592,USD,592,USD,,,136176,136176-12-01-01,430100/PERS4,ATY,12/20/2017,12/20/2017,GS3_USER,,R,37659553,,4,,,7010,Implementation / Coordination,Network activity,Activity type,Labor - DI Engr,Labor - DI Engineering,,,8.00,8.00,12718,Rivera Emanuel,"AutoZone - Ocala, FL",RKL,,,RMRU,0,5000,GR01,Overhead,0,ENG - Mechanical / Labor DI,430100,430100/PERS4,ENG - Mechanical / Labor DI,ATY,Activity type,,,,
12/20/2017,NWA,N136176-01 1000 1001,92771013,918987102,592,USD,592,USD,,,136176,136176-12-01-01,430100/PERS4,ATY,12/20/2017,12/20/2017,GS3_USER,,R,37659553,,4,,,7010,Implementation / Coordination,Network activity,Activity type,Labor - DI Engr,Labor - DI Engineering,,,8.00,8.00,12718,Rivera Emanuel,"AutoZone - Ocala, FL",RKL,,,RMRU,0,5000,GR01,Overhead,0,ENG - Mechanical / Labor DI,430100,430100/PERS4,ENG - Mechanical / Labor DI,ATY,Activity type,,,,
12/20/2017,NWA,N136176-01 1000 1001,92771013,918987103,592,USD,592,USD,,,136176,136176-12-01-01,430100/PERS4,ATY,12/20/2017,12/20/2017,GS3_USER,,R,37659553,,4,,,7010,Implementation / Coordination,Network activity,Activity type,Labor - DI Engr,Labor - DI Engineering,,,8.00,8.00,12718,Rivera Emanuel,"AutoZone - Ocala, FL",RKL,,,RMRU,0,5000,GR01,Overhead,0,ENG - Mechanical / Labor DI,430100,430100/PERS4,ENG - Mechanical / Labor DI,ATY,Activity type,,,,
12/20/2017,NWA,N136176-01 1000 1001,92771013,918987104,592,USD,592,USD,,,136176,136176-12-01-01,430100/PERS4,ATY,12/20/2017,12/20/2017,GS3_USER,,R,37659553,,4,,,7010,Implementation / Coordination,Network activity,Activity type,Labor - DI Engr,Labor - DI Engineering,,,8.00,8.00,12718,Rivera Emanuel,"AutoZone - Ocala, FL",RKL,,,RMRU,0,5000,GR01,Overhead,0,ENG - Mechanical / Labor DI,430100,430100/PERS4,ENG - Mechanical / Labor DI,ATY,Activity type,,,,
12/20/2017,WBS,136176-12-10-2010,95100200,704831212,115.7,USD,115.7,USD,,,136176,136176-12-10-2010,250082,CTR,12/31/2017,12/20/2017,BTC_USER,,,,,4,,,7010,Manufacturing Material - PS Controls,WBS element,Cost center,Material Overh. Proj,Material Overhead Project,,,0.00,0.00,0,,"AutoZone - Ocala, FL",KZPI,,,,0,5000,GR01,Overhead,0,MFG - MHB North Ops,250082,250082,MFG - MHB North Ops,CTR,Cost center,,,,
12/20/2017,WBS,136176-12-10-1010,95100200,704831211,21.49,USD,21.49,USD,,,136176,136176-12-10-1010,250082,CTR,12/31/2017,12/20/2017,BTC_USER,,,,,4,,,7010,Manufacturing Material - PS Mechanical,WBS element,Cost center,Material Overh. Proj,Material Overhead Project,,,0.00,0.00,0,,"AutoZone - Ocala, FL",KZPI,,,,0,5000,GR01,Overhead,0,MFG - MHB North Ops,250082,250082,MFG - MHB North Ops,CTR,Cost center,,,,
12/20/2017,NWA,N136176-02 2000 2017,92771013,918987105,37,USD,37,USD,,,136176,136176-12-01-02,430100/PERS4,ATY,12/20/2017,12/20/2017,GS3_USER,,R,37659572,,4,,,7010,Order Entry,Network activity,Activity type,Labor - DI Engr,Labor - DI Engineering,,,0.50,0.50,14708,Bennitt Breanna,"AutoZone - Ocala, FL",RKL,,,RMRU,0,5000,GR01,Overhead,0,ENG - Mechanical / Labor DI,430100,430100/PERS4,ENG - Mechanical / Labor DI,ATY,Activity type,,,,
12/20/2017,NWA,N136176-02 2000 2017,92771013,918987106,37,USD,37,USD,,,136176,136176-12-01-02,430100/PERS4,ATY,12/20/2017,12/20/2017,GS3_USER,,R,37659572,,4,,,7010,Order Entry,Network activity,Activity type,Labor - DI Engr,Labor - DI Engineering,,,0.50,0.50,14708,Bennitt Breanna,"AutoZone - Ocala, FL",RKL,,,RMRU,0,5000,GR01,Overhead,0,ENG - Mechanical / Labor DI,430100,430100/PERS4,ENG - Mechanical / Labor DI,ATY,Activity type,,,,
12/20/2017,WBS,136176-12-06-07,60100094,226966951,900,USD,900,USD,,,136176,136176-12-06-07,,,12/31/2017,12/20/2017,MCKINLDJ,,R,3100000146,IC,4,Lift Truck  Toyota     20001245,0,7010,PS Electrical Installation,WBS element,,Misc Trans-Lease Equ,Misc Transfers - Leased Equipment costs,60100094,S,0.00,0.00,0,,"AutoZone - Ocala, FL",COIN,17654,GR01,RFBU,0,5000,GR01,,2,,,,,,,Misc Trans-Lease Equ,Misc Transfers - Leased Equipment costs,,
12/20/2017,WBS,136176,98793001,601924676,"113,218.06",USD,0,USD,,,136176,136176,52841991,PSG,12/31/2017,12/20/2017,BTC_USER,,R,7165656,,4,,,7010,PS Project,WBS element,Profitability segmnt,WBS PA Rev Settle,WBS PA Rev Settle,,,0.00,0.00,0,,"AutoZone - Ocala, FL",KOAO,,,,0,5000,GR01,Profit analysis,0,,,,,,,,,,
12/20/2017,WBS,136176,98793060,601924676,"-91,414.79",USD,0,USD,,,136176,136176,52841991,PSG,12/31/2017,12/20/2017,BTC_USER,,R,7165656,,4,,,7010,PS Project,WBS element,Profitability segmnt,WBS PA COS Settle,WBS PA COS Settle,,,0.00,0.00,0,,"AutoZone - Ocala, FL",KOAO,,,,0,5000,GR01,Profit analysis,0,,,,,,,,,,
12/20/2017,WBS,136176W,98793067,601924677,-811.15,USD,0,USD,,,136176,136176W,52841993,PSG,12/31/2017,12/20/2017,BTC_USER,,R,7165680,,4,,,7010,PS Project Warranty,WBS element,Profitability segmnt,WAR-settle plan cost,WAR - Settlement of planned costs,,,0.00,0.00,0,,"AutoZone - Ocala, FL",KOAO,,,,0,5000,GR01,Profit analysis,0,,,,,,,,,,
12/20/2017,WBS,136176-12-12,60100006,227109978,200.72,USD,200.72,USD,,,136176,136176-12-12,,,2/7/2018,2/7/2018,CAHOONLA,,R,1900008584,KR,4,,0,7010,PS Special Cost,WBS element,,Freight,Freight,74859,K,0.00,0.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RFBU,0,5000,GR01,,18,,,,,,,FEDEX,FEDEX,,
12/20/2017,WBS,136176-12-12,61500001,227109978,42.66,USD,42.66,USD,,,136176,136176-12-12,,,2/7/2018,2/7/2018,CAHOONLA,,R,1900008584,KR,4,,0,7010,PS Special Cost,WBS element,,Freight - Misc,Freight - Misc,74859,K,0.00,0.00,0,,"AutoZone - Ocala, FL",COIN,,GR01,RFBU,0,5000,GR01,,19,,,,,,,FEDEX,FEDEX,,
12/19/2017,NWA,N136176-11 4053,60100012,226965246,305.8,USD,305.8,USD,4501319629,"CABLE,AIRCRAFT,3/16""DIA,GALV STL 3/16 D.",136176,136176-12-11-1360,,,12/20/2017,12/20/2017,BTC_USER,,R,5100040596,RE,4,,0,7010,Level#3,Network activity,,Resale matl consumed,Resale materials consumed,7424,K,1100.00,1100.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000015185854,GR01,RMRP,1,5000,GR01,,2,,,,,,,"WESCO DISTRIBUTION, INC.","WESCO DISTRIBUTION, INC.","CABLE,AIRCRAFT,3/16""DIA,GALV STL 3/16 D.",170206001
12/19/2017,NWA,N136176-11 3029,60100012,226965701,33.75,USD,33.75,USD,4501319245,"FUSE,DELAY,CLASS J,100AMP",136176,136176-12-11-2630,,,12/20/2017,12/20/2017,BTC_USER,,R,5100040599,RE,4,,0,7010,Outbound,Network activity,,Resale matl consumed,Resale materials consumed,7424,K,3.00,3.00,0,,"AutoZone - Ocala, FL",COIN,IDoc#: 0000000015185857,GR01,RMRP,1,5000,GR01,,2,,,,,,,"WESCO DISTRIBUTION, INC.","WESCO DISTRIBUTION, INC.","FUSE,DELAY,CLASS J,100AMP",513408116
12/19/2017,WBS,136176-12-06-07,60100094,226963934,900,USD,900,USD,,,136176,136176-12-06-07,,,12/31/2017,12/19/2017,MCKINLDJ,,R,3100000144,IC,4,Lift Truck  Toyota     20000855,0,7010,PS Electrical Installation,WBS element,,Misc Trans-Lease Equ,Misc Transfers - Leased Equipment costs,60100094,S,0.00,0.00,0,,"AutoZone - Ocala, FL",COIN,17652,GR01,RFBU,0,5000,GR01,,36,,,,,,,Misc Trans-Lease Equ,Misc Transfers - Leased Equipment costs,,
12/18/2017,NWA,N136176-07 7000,92771029,918964132,424,USD,424,USD,,,136176,136176-12-06-07,430720/PERS4,ATY,12/18/2017,12/18/2017,GS3_USER,,R,37659656,,4,,,7010,Electrical Installation Labor PERM,Network activity,Activity type,Labor - DI Install,Labor - DI Installation,,,8.00,8.00,12417,Corley Keaton,"AutoZone - Ocala, FL",RKL,,,RMRU,0,5000,GR01,Overhead,0,Continuous Improveme / Labor DI,430720,430720/PERS4,Continuous Improveme / Labor DI,ATY,Activity type,,,,
